,name,style,brewery_id,id,abv,ibu,ounces
1128,Skilak Scottish Ale (2011),Scottish Ale,458,348,0.058,,12.0
1129,Cold Smoke Scotch Ale (2007),Scotch Ale / Wee Heavy,510,760,0.065,11.0,16.0
1130,Double Haul IPA (2009),American IPA,510,759,0.065,65.0,16.0
1131,Double Haul IPA (2006),American IPA,510,758,0.065,65.0,16.0
1132,Eddy Out Pale Ale,American Pale Ale (APA),510,87,0.055,50.0,16.0
1133,Double Haul IPA,American IPA,510,86,0.065,65.0,16.0
1134,Cold Smoke Scotch Ale,Scotch Ale / Wee Heavy,510,85,0.065,11.0,16.0
1135,U. P. Witbier,Witbier,84,2472,,,12.0
1136,November Gale Pale Ale,American Pale Ale (APA),84,779,,,12.0
1137,Olde Ore Dock Scottish Ale,Scottish Ale,84,364,,,12.0
1138,Widow Maker Black Ale,American Brown Ale,84,60,,,12.0
1139,Lift Bridge Brown Ale,American Brown Ale,84,59,,,12.0
1140,Pick Axe Blonde Ale,American Blonde Ale,84,58,,,12.0
1141,Red Jacket Amber Ale,American Amber / Red Ale,84,57,,,12.0
1142,Amber Ale,American Amber / Red Ale,102,2436,0.051,,12.0
1143,King Street Pilsner,Czech Pilsener,102,1706,0.055,,12.0
1144,King Street IPA,American IPA,102,1667,0.06,70.0,12.0
1145,King Street Hefeweizen,Hefeweizen,102,1666,0.057,10.0,12.0
1146,King Street Blonde Ale,American Blonde Ale,102,1665,0.049,,12.0
1147,India Pale Ale,American IPA,87,2460,0.063,65.0,16.0
1148,Blackberry Wheat,American Pale Wheat Ale,87,2459,0.048,11.0,16.0
1149,Longboard Island Lager,American Amber / Red Lager,439,1274,0.046,18.0,24.0
1150,Choc Beer (2003),American Dark Wheat Ale,505,781,0.04,9.0,12.0
1151,Bellingham Beer Week 2013 Collaboration,Belgian Strong Dark Ale,354,1637,0.08,,16.0
1152,A Slice of Hefen,Hefeweizen,332,1741,0.054000000000000006,15.0,16.0
1153,Elevated IPA,American IPA,332,664,0.07200000000000001,100.0,16.0
1154,Rumspringa Golden Bock,Maibock / Helles Bock,545,392,0.066,30.0,12.0
1155,Lancaster German Style Kölsch,Kölsch,545,195,0.048,28.0,12.0
1156,Beach Cruiser,Hefeweizen,59,2547,0.045,,12.0
1157,I.P. Eh!,American IPA,59,2493,0.068,,12.0
1158,Schoolhouse Honey,American Amber / Red Ale,59,2492,0.05,,12.0
1159,10 Degrees of Separation,English Brown Ale,59,2491,0.055,,12.0
1160,Laughing Dog Cream Ale,Cream Ale,218,2108,0.05,12.0,12.0
1161,Two-One Niner,American Pilsner,218,1397,0.048,9.0,12.0
1162,Laughing Dog IPA,American IPA,218,1396,0.064,66.0,12.0
1163,Madra Allta,American IPA,345,1675,0.064,95.0,12.0
1164,Duluchan India Pale Ale,American IPA,345,1249,0.056,70.0,12.0
1165,Lazy Monk Bohemian Pilsner,Czech Pilsener,406,1445,0.05,,16.0
1166,Yellowstone Golden Ale,Kölsch,537,475,0.051,,12.0
1167,Tumbleweed IPA,American IPA,537,474,0.057,,12.0
1168,Lewis & Clark Amber Ale,American Amber / Red Ale,537,473,0.05,,12.0
1169,Miner's Gold Hefeweizen,Hefeweizen,537,472,0.05,,12.0
1170,Back Country Scottish Ale,Scottish Ale,537,471,0.057,,12.0
1171,Getaway,German Pilsener,244,2036,0.052000000000000005,30.0,16.0
1172,Farm Girl Saison,Saison / Farmhouse Ale,244,1168,0.06,30.0,16.0
1173,Adam's Stout,American Stout,298,1832,0.058,40.0,12.0
1174,American Hero,American Amber / Red Ale,298,1688,0.057,42.0,12.0
1175,Schweet Ale,Fruit / Vegetable Beer,298,1687,0.052000000000000005,20.0,12.0
1176,Irregardless IPA,American IPA,298,1686,0.065,75.0,12.0
1177,Peach Pale Ale,American Pale Ale (APA),104,2434,0.057,40.0,12.0
1178,Deadeye Jack,American Porter,149,2332,0.06,,12.0
1179,Pistols at Dawn,American Stout,149,2330,0.075,,16.0
1180,Peacemaker Pale Ale,American Pale Ale (APA),149,2329,0.057,47.0,12.0
1181,Shotgun Betty,Hefeweizen,149,2327,0.058,11.0,12.0
1182,Sweet Josie,American Brown Ale,149,2326,0.061,30.0,12.0
1183,Long Trail IPA,English India Pale Ale (IPA),268,1926,0.059,42.0,12.0
1184,Long Trail Ale,American Amber / Red Ale,268,1924,0.046,30.0,12.0
1185,Double Bag,Altbier,268,1090,0.07200000000000001,33.0,16.0
1186,Blackbeary Wheat,Fruit / Vegetable Beer,268,574,0.04,8.0,12.0
1187,Long Trail Ale (1),Altbier,268,573,0.046,30.0,12.0
1188,Gose,Gose,41,2584,0.046,8.0,16.0
1189,Vermont Pilsner,German Pilsener,41,2583,0.048,20.0,16.0
1190,Mosaic Single Hop IPA,American IPA,41,2582,0.055,,16.0
1191,Lost Galaxy,American IPA,41,2581,0.045,,16.0
1192,Face Plant IPA,American IPA,430,1309,0.062,65.0,12.0
1193,Rhino Chasers Pilsner,Czech Pilsener,430,1308,0.056,55.0,12.0
1194,Slow Hand Stout,American Stout,377,1571,0.052000000000000005,29.0,16.0
1195,Hips Don't Lie,Hefeweizen,456,1204,0.062,,16.0
1196,Ride Again Pale Ale,American Pale Ale (APA),456,1122,0.052000000000000005,,16.0
1197,The Farmer's Daughter,American Blonde Ale,456,700,0.048,,16.0
1198,Pub Ale,English Dark Mild Ale,245,2033,0.038,18.0,12.0
1199,Ballistic Blonde,Belgian Pale Ale,245,2032,0.051,31.0,12.0
1200,Knotty Pine,American Pale Ale (APA),158,2311,0.054000000000000006,,12.0
1201,Lumberyard Pilsner,American Pilsner,158,1153,0.053,20.0,12.0
1202,Lumberyard IPA,American IPA,158,355,0.061,,12.0
1203,Lumberyard Red Ale,American Amber / Red Ale,158,125,0.058,,12.0
1204,Mac's Highlander Pale Ale (2000),American Pale Ale (APA),485,962,0.05,,12.0
1205,Mac's Scottish Style Amber Ale (2000),American Amber / Red Ale,485,961,0.051,32.0,12.0
1206,Macon Progress Ale,American Pale Ale (APA),400,1475,0.05,,12.0
1207,Macon History Ale,American Brown Ale,400,1008,0.055,,12.0
1208,Galaxy High,American Double / Imperial IPA,91,2454,0.099,,12.0
1209,Sol Drifter,American Blonde Ale,91,2209,0.043,18.0,12.0
1210,Thunder Snow,Winter Warmer,91,2133,0.085,,12.0
1211,The Great Pumpcan,Fruit / Vegetable Beer,91,1994,0.079,18.0,16.0
1212,LIFT,Kölsch,91,1816,0.047,11.0,12.0
1213,SPRYE,American Pale Ale (APA),91,1815,0.05,40.0,12.0
1214,Psychopathy,American IPA,91,1126,0.069,70.0,12.0
1215,Gnarly Brown,American Brown Ale,91,1125,0.07,32.0,12.0
1216,Happy Amber,American Amber / Red Ale,91,1124,0.06,30.0,12.0
1217,#9,Fruit / Vegetable Beer,303,1813,0.051,20.0,16.0
1218,Elder Betty,Hefeweizen,303,1113,0.055,13.0,12.0
1219,High Country Pilsner (Current),German Pilsener,534,511,0.042,,12.0
1220,Epic IPA,American IPA,534,75,0.065,,12.0
1221,Golden Trout Pilsner,German Pilsener,534,74,0.042,,12.0
1222,Real McCoy Amber Ale (Current),American Amber / Red Ale,534,73,0.045,,12.0
1223,Festivus (1),Winter Warmer,356,1628,0.07200000000000001,,12.0
1224,Manayunk Oktoberfest,Märzen / Oktoberfest,356,1626,0.067,,12.0
1225,Belgian Style Session Ale,Belgian Pale Ale,356,1625,0.045,21.0,12.0
1226,Manayunk IPA,American IPA,356,1624,0.055,,12.0
1227,Yunkin' Punkin',Pumpkin Ale,356,1600,0.055,,12.0
1228,Summer Paradise,American Pale Wheat Ale,356,1484,0.05,18.0,12.0
1229,Monk from the 'Yunk,Tripel,356,1356,0.09,30.0,12.0
1230,Schuylkill Punch,Fruit / Vegetable Beer,356,1355,0.06,14.0,12.0
1231,Dreamin' Double IPA,American Double / Imperial IPA,356,1334,0.085,85.0,12.0
1232,Chaotic Double IPA,American Double / Imperial IPA,346,1674,0.099,93.0,12.0
1233,Manzanita IPA,American IPA,346,1673,0.08,88.0,12.0
1234,Riverwalk Blonde Ale,American Blonde Ale,346,1672,0.06,25.0,12.0
1235,Gillespie Brown Ale,American Brown Ale,346,1671,0.095,49.0,12.0
1236,Manzanita Pale Ale,American Pale Ale (APA),346,1670,0.066,44.0,12.0
1237,Marble Pilsner,German Pilsener,443,1262,0.047,,12.0
1238,Marble India Pale Ale,American IPA,443,845,0.062,,12.0
1239,Toughcats IPA,American IPA,317,1783,0.07200000000000001,,16.0
1240,Tug Pale Ale,American Pale Ale (APA),317,1717,0.05,,16.0
1241,Sexy Chaos,Russian Imperial Stout,317,1716,0.099,,16.0
1242,Ace Hole American Pale Ale,American Pale Ale (APA),317,1516,0.063,,16.0
1243,Cant Dog Imperial Pale Ale,American Double / Imperial IPA,317,725,0.097,,16.0
1244,River House,Saison / Farmhouse Ale,161,2308,0.05,20.0,16.0
1245,Pretzel Stout,American Stout,161,2268,0.065,47.0,16.0
1246,Rubberneck Red,American Amber / Red Ale,161,2197,0.05,35.0,16.0
1247,The Imperial Texan,American Double / Imperial IPA,161,2120,0.08,,16.0
1248,Day Break 4-Grain Breakfast Beer,Rye Beer,161,1233,0.05,,16.0
1249,River House Saison,Saison / Farmhouse Ale,161,1232,0.05,,12.0
1250,There Will Be Stout,American Stout,161,1231,0.065,,12.0
1251,Our Legacy IPA,American IPA,299,1831,0.065,60.0,12.0
1252,Saranac Shandy,Shandy,299,1359,0.042,,12.0
1253,Saranac Golden Pilsener (2003),German Pilsener,299,960,0.051,,12.0
1254,Saranac Adirondack Light (2002),Light Lager,299,959,0.045,,12.0
1255,DAX Light (1998),Light Lager,299,958,0.045,,12.0
1256,Saranac Traditional Lager (2000),American Pale Lager,299,957,0.048,,12.0
1257,Pomegranate Wheat (2008),Fruit / Vegetable Beer,299,956,0.047,,12.0
1258,Blueberry Blonde Ale,American Blonde Ale,299,773,0.05,12.0,12.0
1259,Saranac White IPA,American IPA,299,686,0.06,,12.0
1260,Saranac Summer Ale (2011),American Pale Wheat Ale,299,453,0.047,,12.0
1261,Saranac Pale Ale (12 oz.),English Pale Ale,299,150,0.055,,12.0
1262,Saranac Pale Ale (16 oz.),English Pale Ale,299,133,0.055,,16.0
1263,Lahaina Town Brown,American Brown Ale,375,1578,0.051,20.0,12.0
1264,Pau Hana Pilsner,Czech Pilsener,375,1429,0.055,,12.0
1265,Lemongrass Saison,Saison / Farmhouse Ale,375,1271,0.05,,12.0
1266,Aloha B’ak’tun,Belgian Strong Dark Ale,375,713,0.07,,12.0
1267,Liquid Breadfruit,Fruit / Vegetable Beer,375,712,0.08199999999999999,,12.0
1268,Sobrehumano Palena'ole,American Amber / Red Ale,375,690,0.06,24.0,12.0
1269,La Perouse White,Witbier,375,547,0.05,12.0,12.0
1270,Flyin' HI.P.Hay,American IPA,375,435,0.068,68.0,12.0
1271,Mana Wheat,American Pale Wheat Ale,375,313,0.055,15.0,12.0
1272,Bikini Blonde Lager,Munich Helles Lager,375,33,0.045,18.0,12.0
1273,CoCoNut Porter,American Porter,375,32,0.057,30.0,12.0
1274,Big Swell IPA,American IPA,375,31,0.062,65.0,12.0
1275,Pit Stop Chocolate Porter,American Porter,448,1237,0.037000000000000005,34.0,12.0
1276,Pace Setter Belgian Style Wit,Witbier,448,1236,0.037000000000000005,21.0,12.0
1277,Back in the Saddle Rye Pale Ale,American Pale Ale (APA),448,1047,0.037000000000000005,53.0,12.0
1278,Bushwhacker Cider,Cider,254,1986,0.069,,16.0
1279,Weim-R-Iner,Cider,254,1985,0.069,,16.0
1280,Cherry Bomb,Cider,254,1984,0.069,,16.0
1281,Tsunami IPA,American IPA,203,2186,0.07200000000000001,75.0,19.2
1282,Humpback Blonde Ale,American Blonde Ale,203,2184,0.042,22.0,12.0
1283,Hawaiian Crow Porter,American Porter,203,2178,0.052000000000000005,27.0,12.0
1284,Volcano Red Ale,American Amber / Red Ale,203,2177,0.052000000000000005,23.0,12.0
1285,Mauna Kea Pale Ale,American Pale Ale (APA),203,2176,0.054000000000000006,42.0,12.0
1286,Shark Bait,Fruit / Vegetable Beer,393,1508,0.053,11.0,12.0
1287,Gator Tail Brown Ale,American Brown Ale,393,1507,0.053,30.0,12.0
1288,Miami Vice IPA,American IPA,393,1506,0.071,62.0,12.0
1289,Big Rod Coconut Ale,American Blonde Ale,393,1325,0.053,16.0,12.0
1290,Mickey Finn's Amber Ale,American Amber / Red Ale,552,174,0.056,,12.0
1291,Pleasure Town,American IPA,223,2093,0.063,61.0,12.0
1292,Pleasure Town IPA,American IPA,223,1814,0.063,61.0,12.0
1293,Snowshoe White Ale,Witbier,223,587,0.048,12.0,12.0
1294,Kodiak Brown Ale,American Brown Ale,223,586,0.05,24.0,12.0
1295,Sockeye Red IPA,American IPA,223,434,0.057,70.0,12.0
1296,Habitus (2014),American Double / Imperial IPA,3,2668,0.08,100.0,16.0
1297,Solis,American IPA,3,2667,0.075,85.0,16.0
1298,Jucundus,Wheat Ale,3,2666,0.06,24.0,16.0
1299,Habitus,American Double / Imperial IPA,3,2664,0.08,100.0,16.0
1300,Grazias,Cream Ale,3,2663,0.063,30.0,16.0
1301,Claritas,Kölsch,3,2662,0.058,28.0,16.0
1302,Vinyl Frontier,American Double / Imperial IPA,65,2535,0.083,,24.0
1303,Disco Superfly,American IPA,65,2534,0.08,,24.0
1304,Misty Mountain Hop,American IPA,65,2533,0.075,,24.0
1305,One-Hit Wonderful,Belgian IPA,65,2532,0.075,,24.0
1306,En Parfaite Harmonie,Saison / Farmhouse Ale,65,2531,0.065,,24.0
1307,Daft Funk,Berliner Weissbier,65,2530,0.043,8.0,24.0
1308,Love In An Ellavator,American IPA,65,2529,0.075,,24.0
1309,Spin Doctor,American Pale Ale (APA),65,2528,0.053,,24.0
1310,Keeper (Current),American Pilsner,363,1612,0.05,,12.0
1311,Better Half,American IPA,363,1611,0.068,,12.0
1312,SNO White Ale,Witbier,440,1273,0.048,,16.0
1313,BRIK Irish Red Ale,Irish Red Ale,440,365,0.048,,16.0
1314,AXL Pale Ale,American Pale Ale (APA),440,273,,,16.0
1315,Hop Freak,American Double / Imperial IPA,284,1884,0.087,80.0,16.0
1316,Louie's Demise Amber Ale,American Amber / Red Ale,284,1272,0.051,24.0,16.0
1317,Hop Happy,American IPA,284,1080,0.075,51.0,16.0
1318,Booyah Farmhouse Ale,Saison / Farmhouse Ale,284,932,0.065,20.0,16.0
1319,O-Gii,Witbier,284,776,0.092,,16.0
1320,Flaming Damsel Lager (2010),Vienna Lager,284,172,0.048,18.0,16.0
1321,Louie’s Demise Immort-Ale (2010),American Amber / Red Ale,284,171,0.051,24.0,16.0
1322,Axe Head Malt Liquor,American Malt Liquor,134,2361,0.099,,24.0
1323,Huber Bock (2014),Bock,134,2359,0.054000000000000006,,16.0
1324,Minhas Light (2012),Light Lager,134,2358,0.04,,12.0
1325,Huber,American Pale Lager,134,2282,0.05,,12.0
1326,Clear Creek Ice,American Pale Lager,134,2281,0.062,,16.0
1327,Mountain Crest,American Pale Lager,134,2279,0.055,,16.0
1328,Mountain Creek (2013),American Pale Lager,134,2277,0.055,,12.0
1329,Boxer,American Adjunct Lager,134,2276,0.05,,24.0
1330,Boxer Light,Light Lager,134,2275,0.042,,12.0
1331,Boxer Ice,American Adjunct Lager,134,2274,0.055,,12.0
1332,Cortez Gold,Belgian Pale Ale,98,2442,0.05,,32.0
1333,Mission IPA,American IPA,98,2441,0.068,66.0,32.0
1334,El Conquistador Extra Pale Ale,American Pale Ale (APA),98,1460,0.048,44.0,32.0
1335,Shipwrecked Double IPA,American Double / Imperial IPA,98,1459,0.092,75.0,32.0
1336,Squeaky Bike Nut Brown Ale,American Brown Ale,399,1476,0.04,,16.0
1337,Dead Horse Amber,American Pale Wheat Ale,399,902,0.04,,16.0
1338,Rocket Bike American Lager,California Common / Steam Beer,399,645,0.04,,16.0
1339,Johnny's American IPA,American IPA,399,644,0.04,,16.0
1340,Boneshaker Brown Ale,English Brown Ale,547,337,0.055,,24.0
1341,Iron Mike Pale Ale,American Pale Ale (APA),547,336,0.056,,24.0
1342,Monkadelic,American Pale Ale (APA),189,2236,0.042,,12.0
1343,City of the Sun,American IPA,209,2159,0.075,85.0,16.0
1344,Booming Rollers,American IPA,209,2157,0.068,75.0,16.0
1345,Oneida,American Pale Ale (APA),209,2156,0.052000000000000005,50.0,16.0
1346,Aurora ,American Amber / Red Ale,209,2154,0.067,75.0,16.0
1347,Lomaland,Saison / Farmhouse Ale,209,1495,0.055,30.0,16.0
1348,Fortunate Islands,American Pale Wheat Ale,209,1494,0.047,46.0,16.0
1349,Black House,American Stout,209,1493,0.058,40.0,16.0
1350,Blazing World,American Amber / Red Ale,209,1492,0.065,115.0,16.0
1351,Wapiti Amber Ale,American Amber / Red Ale,549,327,0.05,,12.0
1352,Sweet Georgia Brown,American Brown Ale,514,719,0.054000000000000006,,16.0
1353,Rich Man's IIPA,American Double / Imperial IPA,514,718,0.087,,16.0
1354,Monkey Paw Oatmeal Pale Ale,American Pale Ale (APA),514,717,0.058,,16.0
1355,Montauk Summer Ale,American Blonde Ale,276,1907,0.056,28.0,12.0
1356,Driftwood Ale,Extra Special / Strong Bitter (ESB),276,1906,0.06,49.0,12.0
1357,When Helles Freezes Over,Munich Helles Lager,326,1756,0.056,18.0,12.0
1358,Morgan Street Oktoberfest,Märzen / Oktoberfest,326,1617,0.049,24.0,12.0
1359,Honey Wheat,American Pale Wheat Ale,326,1052,0.047,14.0,12.0
1360,Black Bear Dark Lager,Schwarzbier,326,1051,0.046,24.0,12.0
1361,Golden Pilsner,German Pilsener,326,1046,0.05,35.0,12.0
1362,Cali Creamin',Cream Ale,111,2413,0.052000000000000005,21.0,12.0
1363,Second Wind Pale Ale,American Pale Ale (APA),540,419,0.05,,12.0
1364,Sunny Haze,Hefeweizen,540,408,0.05,,12.0
1365,Towhead,American Blonde Ale,188,2237,0.052000000000000005,21.0,12.0
1366,Lil' Helper,American IPA,188,2208,0.07,70.0,12.0
1367,Train Wreck,American Amber / Red Ale,260,1952,0.08199999999999999,,16.0
1368,Full Moon Belgian White Ale,Witbier,507,768,0.085,,12.0
1369,Desert Magic IPA,American IPA,507,625,0.07200000000000001,,12.0
1370,Up River Light,Light Lager,507,326,0.042,,12.0
1371,Full Moon Belgian White Ale (2007),Witbier,507,132,0.085,,12.0
1372,Dry Heat Hefeweizen (2006),Hefeweizen,507,131,0.055,,12.0
1373,Mustang Sixty-Six,American Amber / Red Lager,366,1598,0.05,,12.0
1374,Mustang '33,American Pale Lager,366,862,0.04,,12.0
1375,Session '33 (2011),American Pale Lager,366,699,0.04,,12.0
1376,Mustang Golden Ale,American Blonde Ale,366,421,0.053,10.0,12.0
1377,Washita Wheat,American Pale Wheat Ale,366,420,0.053,14.0,12.0
1378,Gansett Light,Light Lager,143,2345,0.037000000000000005,10.0,16.0
1379,Bohemian Pils,American Pilsner,143,2224,0.052000000000000005,30.0,16.0
1380,Autocrat Coffee Milk Stout,Milk / Sweet Stout,143,1775,0.053,30.0,16.0
1381,Narragansett Bohemian Pilsner,German Pilsener,143,1291,0.086,35.0,16.0
1382,Narragansett Summer Ale,American Pale Wheat Ale,143,1093,0.042,24.0,12.0
1383,Narragansett Cream Ale,Cream Ale,143,580,0.05,22.0,16.0
1384,Narragansett Porter,American Porter,143,316,0.07,22.0,16.0
1385,Narragansett Bock,Bock,143,315,0.065,32.0,16.0
1386,Narragansett Fest Lager,Märzen / Oktoberfest,143,314,0.055,15.0,16.0
1387,Undun Blonde Ale,American Blonde Ale,387,1537,0.053,,16.0
1388,CuDa Cascadian Dark Ale,American Black Ale,387,1536,0.07400000000000001,,16.0
1389,Old Grogham Imperial India Pale Ale,American Double / Imperial IPA,387,1265,0.085,86.0,16.0
1390,Old Grogham Imperial India Pale Ale (2012),American Double / Imperial IPA,387,747,0.085,86.0,16.0
1391,CuDa Cascadian Dark Ale (2012),American Black Ale,387,746,0.07400000000000001,,16.0
1392,Undun Blonde Ale (2012),American Blonde Ale,387,654,0.053,,16.0
1393,Wick For Brains,Pumpkin Ale,337,1705,0.061,11.0,12.0
1394,Nebraska India Pale Ale,American IPA,337,1148,0.065,65.0,12.0
1395,EOS Hefeweizen,Hefeweizen,337,1147,0.048,10.0,12.0
1396,Brunette Nut Brown Ale,English Brown Ale,337,1146,0.048,15.0,12.0
1397,Cardinal Pale Ale,American Pale Ale (APA),337,1145,0.057,29.0,12.0
1398,County Line IPA,American IPA,325,1758,0.066,,12.0
1399,Trauger Pilsner,German Pilsener,325,1757,0.048,,12.0
1400,Slow Ride,American IPA,82,2475,0.045,40.0,12.0
1401,Ranger IPA,American IPA,82,2230,0.065,70.0,12.0
1402,Shift,American Pale Lager,82,1987,0.05,29.0,12.0
1403,1554 Black Lager,Euro Dark Lager,82,1978,0.056,21.0,12.0
1404,Blue Paddle,Czech Pilsener,82,1975,0.048,,12.0
1405,California Route,American Amber / Red Lager,82,1737,0.055,,12.0
1406,Snapshot,American Pale Wheat Ale,82,1707,0.052000000000000005,,16.0
1407,Sunshine Wheat Beer,American Pale Wheat Ale,82,1690,0.048,,12.0
1408,Fat Tire Amber Ale,American Amber / Red Ale,82,1586,0.052000000000000005,18.0,12.0
1409,Shift (1),American Pale Lager,82,952,0.05,29.0,12.0
1410,Fat Tire Amber Ale (2011),American Amber / Red Ale,82,748,0.052000000000000005,18.0,12.0
1411,Ranger IPA (Current),American IPA,82,115,0.065,70.0,12.0
1412,Sunshine Wheat Beer (2009),American Pale Wheat Ale,82,72,0.048,,12.0
1413,Fat Tire Amber Ale (2008),American Amber / Red Ale,82,71,0.052000000000000005,18.0,12.0
1414,Weiss Trash Culture,Berliner Weissbier,410,1417,0.034,6.0,12.0
1415,Sea Hag IPA,American IPA,410,885,0.062,,12.0
1416,Elm City Pilsner,American Pilsner,410,884,0.05,,12.0
1417,Atlantic Amber Ale (2004),American Amber / Red Ale,410,757,0.05,,12.0
1418,668 Neighbor of the Beast12 oz.,Belgian Pale Ale,410,568,0.09,,12.0
1419,Gandhi-Bot Double IPA (12 oz.),American Double / Imperial IPA,410,320,0.08800000000000001,85.0,12.0
1420,668 Neighbor of the Beast (16 oz.) (2010),Belgian Pale Ale,410,43,0.09,,16.0
1421,Gandhi-Bot Double IPA (16 oz.) (2010),American Double / Imperial IPA,410,42,0.08800000000000001,85.0,16.0
1422,Elm City Lager (2007),American Pilsner,410,41,0.05,,12.0
1423,Atlantic Amber Ale (2007),American Amber / Red Ale,410,40,0.05,,12.0
1424,Sea Hag IPA (Current),American IPA,410,39,0.062,,12.0
1425,Rebirth Pale Ale,American Pale Ale (APA),174,2272,0.05,,12.0
1426,Irish Channel Stout,American Stout,174,1582,0.068,,16.0
1427,MechaHopzilla,American Double / Imperial IPA,174,1114,0.08800000000000001,,16.0
1428,Hopitoulas IPA,American IPA,174,486,0.065,,16.0
1429,NOLA Brown Ale,English Dark Mild Ale,174,485,0.039,,12.0
1430,NOLA Blonde Ale,American Blonde Ale,174,484,0.049,,12.0
1431,Skylight,Dunkelweizen,241,2043,0.056,20.0,12.0
1432,Kadigan,American Blonde Ale,241,2042,0.056,30.0,12.0
1433,Dammit Jim!,American Amber / Red Ale,241,2041,0.052000000000000005,50.0,12.0
1434,Nut Brown Ale,English Brown Ale,518,646,0.054000000000000006,,12.0
1435,White Ale,Witbier,518,165,0.046,,12.0
1436,Cream Ale,Cream Ale,238,2050,0.042,35.0,12.0
1437,Green Head IPA,American IPA,495,915,0.07200000000000001,,12.0
1438,Plum Island Belgian White,Witbier,495,914,0.054000000000000006,,12.0
1439,Newburyport Pale Ale,American Pale Ale (APA),495,913,0.055,,12.0
1440,Marblehead,American Amber / Red Ale,305,1811,0.055,,16.0
1441,Jam Session,American Pale Ale (APA),359,1622,0.051,31.0,16.0
1442,Hop Drop 'N Roll IPA,American IPA,359,1621,0.07200000000000001,80.0,16.0
1443,Paleo IPA,English India Pale Ale (IPA),431,1307,0.06,,12.0
1444,Buck Snort Stout,American Stout,431,1306,0.061,,12.0
1445,Station 33 Firehouse Red,Irish Red Ale,431,1305,0.055,,12.0
1446,Slimy Pebble Pils,German Pilsener,431,1304,0.045,,12.0
1447,Get Together,American IPA,0,2692,0.045,50.0,16.0
1448,Maggie's Leap,Milk / Sweet Stout,0,2691,0.049,26.0,16.0
1449,Wall's End,English Brown Ale,0,2690,0.048,19.0,16.0
1450,Pumpion,Pumpkin Ale,0,2689,0.06,38.0,16.0
1451,Stronghold,American Porter,0,2688,0.06,25.0,16.0
1452,Parapet ESB,Extra Special / Strong Bitter (ESB),0,2687,0.056,47.0,16.0
1453,Blue Boots IPA,American IPA,293,1854,0.069,,16.0
1454,Hoppy Bitch IPA,American IPA,450,1227,0.063,,16.0
1455,Three Skulls Ale Pale Ale,American Pale Ale (APA),450,1226,0.063,42.0,16.0
1456,Walter's Premium Pilsener Beer,German Pilsener,529,541,0.045,,12.0
1457,Floppin' Crappie,American Pale Wheat Ale,529,109,0.045,,12.0
1458,Left of the Dial IPA,American IPA,271,1917,0.043,,12.0
1459,Notch Session Pils,Czech Pilsener,271,1190,0.04,,12.0
1460,O'Fallon Pumpkin Beer,Pumpkin Ale,442,1264,0.055,,12.0
1461,5 Day IPA,American IPA,442,1258,0.061,66.0,12.0
1462,O'Fallon Wheach,Fruit / Vegetable Beer,442,128,0.051,7.0,12.0
1463,Watershed IPA,American IPA,150,2331,0.067,70.0,12.0
1464,Oakshire Amber Ale,American Amber / Red Ale,150,1669,0.054000000000000006,24.0,12.0
1465,Overcast Espresso Stout,American Stout,150,1668,0.058,27.0,12.0
1466,Watershed IPA (2013),American IPA,150,999,0.067,70.0,12.0
1467,Lake Monster,Baltic Porter,184,2247,0.08199999999999999,25.0,16.0
1468,London Homesick Ale,English Bitter,184,2071,0.049,27.0,12.0
1469,Luchesa Lager,Keller Bier / Zwickel Bier,184,2070,0.048,35.0,12.0
1470,Slow Ride,American Pale Ale (APA),184,2069,0.048,35.0,12.0
1471,Occidental Hefeweizen,American Pale Wheat Ale,200,2192,0.047,,16.0
1472,Occidental Dunkel,Dunkelweizen,200,1130,0.051,,16.0
1473,Occidental Altbier,Altbier,200,1129,0.05,,16.0
1474,Occidental Kölsch,Kölsch,200,1081,0.045,,16.0
1475,Perpetual Darkness,Belgian Strong Dark Ale,148,2335,0.092,72.0,12.0
1476,Clan Warrior,Scotch Ale / Wee Heavy,148,2334,0.087,29.0,12.0
1477,Psycho Penguin Vanilla Porter,American Porter,148,2333,0.054000000000000006,36.0,12.0
1478,Heliocentric Hefeweizen,Hefeweizen,148,1721,0.047,,12.0
1479,Ghose Drifter Pale Ale,American Pale Ale (APA),148,1720,0.051,,12.0
1480,Ghost Rider Pale Ale (2013),American Pale Ale (APA),148,1431,0.051,,12.0
1481,Helios Hefeweizen (2013),Hefeweizen,148,1430,0.047,,12.0
1482,The Hole in Hadrian's Wall,Scottish Ale,471,1059,0.095,19.0,16.0
1483,33 Select Brown Ale,American Brown Ale,471,1058,0.065,26.0,16.0
1484,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,471,603,0.06,29.0,16.0
1485,Boji Blue Pale Ale,American Pale Ale (APA),471,602,0.05,45.0,16.0
1486,Winter Games Select #32 Stout,American Stout,471,601,0.057,26.0,16.0
1487,Boji Beach Golden Rye Ale,Rye Beer,471,600,0.05,23.0,16.0
1488,Hopsmith Pale Lager,American Pale Lager,301,1828,0.06,,16.0
1489,Falling Down Brown Ale,American Brown Ale,301,1487,0.065,65.0,16.0
1490,Resolution Rye Stout,American Stout,301,1486,0.068,,16.0
1491,Plowshare Porter,American Porter,301,1485,0.055,,16.0
1492,Old Forge Pumpkin Ale,Pumpkin Ale,301,1394,0.046,20.0,16.0
